id,name,group,recorded_at,method_family,execution_backend,transport,model,reasoning_effort,fixed_config_id,step_exact,step_module_exact,all_correct,n,failed_outputs,status,eligible,fresh_end_to_end,semantic_parent,mechanism,metrics_path,fixed_config
R174,luna-gaia-v3.31-clean-v3.20-dual-anchor-disagreement-adjudication,GAIA-50,2026-08-24T06:11:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-ecff97e0cc,21,13,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,two independent v3.20 anchors with disagreement-only adjudication,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p31-clean-v3p20-dual-anchor-disagreement-adjudication-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 5, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R175,luna-gaia-v3.32-clean-v3.20-complete-step-census-challenger,GAIA-50,2026-08-24T07:50:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,21,13,11,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one validator-complete Step census before challenger anchor classification,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p32-clean-v3p20-complete-step-census-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R176,luna-gaia-v3.33-clean-v3.20-anchor-blind-complete-step-census-freeze,GAIA-50,2026-08-24T09:55:57+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d88700d5f0,22,16,12,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,anchor-blind complete-Step candidate freeze before separate anchor comparison,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p33-clean-v3p20-anchor-blind-complete-step-census-freeze-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 4, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R177,luna-gaia-v3.34-clean-v3.20-observable-impact-bidirectional-challenger,GAIA-50,2026-08-24T11:38:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,23,14,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one observable-impact evidence-stratified bidirectional challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p34-clean-v3p20-observable-impact-bidirectional-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R178,luna-gaia-v3.35-clean-v3.20-veto-closed-observable-impact-challenger,GAIA-50,2026-08-24T13:16:56+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,13,8,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one veto-closed observable-impact challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p35-clean-v3p20-veto-closed-observable-impact-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R179,luna-gaia-v3.36-clean-v3.20-task-predicate-maturity-closure,GAIA-50,2026-08-24T14:51:27+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,13,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one task-predicate maturity-closure challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p36-clean-v3p20-task-predicate-maturity-closure-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R180,luna-gaia-v3.37-clean-v3.20-factorized-anchor-blind-specialist-panel,GAIA-50,2026-08-24T16:43:53+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,13,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one factorized anchor-blind two-specialist recall panel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p37-clean-v3p20-factorized-anchor-blind-specialist-panel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R181,luna-gaia-v3.38-clean-v3.20-typed-boundary-calibration,GAIA-50,2026-08-24T18:13:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,20,14,11,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,typed critical-boundary calibration before the v3.20 Step freeze,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p38-clean-v3p20-typed-boundary-calibration-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R182,luna-gaia-v3.39-clean-v3.20-bounded-typed-boundary-challenger,GAIA-50,2026-08-24T19:56:18+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,25,14,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one bounded typed-boundary later challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p39-clean-v3p20-bounded-typed-boundary-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R183,luna-gaia-v3.40-clean-v3.20-complete-typed-boundary-census-challenger,GAIA-50,2026-08-24T21:50:06+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,13,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one complete typed-boundary census challenger/adjudication contract,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p40-clean-v3p20-complete-typed-boundary-census-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R184,luna-gaia-v3.41-clean-v3.20-owner-factored-boundary-census-challenger,GAIA-50,2026-08-24T23:37:49+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,23,13,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one owner-factored boundary census challenger/adjudication contract,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p41-clean-v3p20-owner-factored-boundary-census-challenger-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R185,luna-gaia-v3.42-clean-v3.20-anchor-blind-three-specialist-tournament,GAIA-50,2026-08-25T01:37:10+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,22,14,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one anchor-blind three-specialist exact-copy tournament,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p42-clean-v3p20-anchor-blind-three-specialist-tournament-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R186,luna-gaia-v3.43-clean-v3.20-direction-factorized-anchor-aware-challenger-tournament,GAIA-50,2026-08-25T03:25:38+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,21,14,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one direction-factorized anchor-aware exact-copy tournament,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p43-clean-v3p20-direction-factorized-anchor-aware-challenger-tournament-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R187,luna-gaia-v3.44-clean-v3.20-provenance-blind-independent-boundary-ballot-tournament,GAIA-50,2026-08-25T06:53:37+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-01bd8c1dca,13,9,5,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one provenance-blind independent-boundary ballot tournament,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p44-clean-v3p20-provenance-blind-independent-boundary-ballot-tournament-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 6, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R188,luna-gaia-v3.47-clean-v3.20-relative-io-module-complete-local-error-profile-causal-promotion,GAIA-50,2026-08-25T15:28:28+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-8900cbf408,19,13,8,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one module-complete local-error profile with causal promotion,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p47-clean-v3p20-relative-io-module-complete-local-error-profile-causal-promotion-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 7, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R189,luna-gaia-v3.48-clean-v3.20-profile-critical-compression-anchor-duel,GAIA-50,2026-08-25T18:37:55+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-8900cbf408,19,14,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one module-complete profile critical-compression anchor duel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p48-clean-v3p20-profile-critical-compression-anchor-duel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 7, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R190,luna-gaia-v3.49-clean-v3.20-anchor-blind-global-causal-proposal-duel,GAIA-50,2026-08-25T20:45:14+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-d01c1c0559,25,16,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one anchor-blind global causal proposal duel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p49-clean-v3p20-anchor-blind-global-causal-proposal-duel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 3, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R191,luna-gaia-v3.50-clean-v3.20-factorized-local-inventory-global-proposal-duel,GAIA-50,2026-08-26T01:34:06+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-0c32201234,15,10,8,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one factorized local-inventory global proposal duel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p50-clean-v3p20-factorized-local-inventory-global-proposal-duel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 8, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R192,luna-gaia-v3.51-clean-v3.20-replicated-global-causal-proposal-panel,GAIA-50,2026-08-26T05:12:49+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-ecff97e0cc,19,13,9,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one replicated global causal proposal panel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p51-clean-v3p20-replicated-global-causal-proposal-panel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 5, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
R193,luna-gaia-v3.52-clean-v3.20-module-factorized-local-census-proposal-panel,GAIA-50,2026-08-26T09:06:13+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,C-01bd8c1dca,19,14,10,50,0,complete_scored,True,True,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,one module-factorized local-census proposal panel,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p52-clean-v3p20-module-factorized-local-census-proposal-panel-case50/scored/metrics.json,"{""case_set_sha256"": ""ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4"", ""cross_case_state_visible"": false, ""dataset_sha256"": ""fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11"", ""fresh_end_to_end"": true, ""max_output_tokens"": null, ""max_semantic_attempts"": 2, ""metric_denominators"": [50, 50, 50], ""models_and_efforts"": [[""gpt-5.6-luna"", ""medium""]], ""one_trajectory_per_session"": 1, ""planned_fresh_sessions_per_case"": 6, ""sdk_or_host_version"": ""not_recorded"", ""semantic_attempt_unit"": ""stage"", ""temperature"": null, ""timeout_seconds"": null, ""transport"": ""Codex agent/subagent"", ""transport_retry_budget"": ""not_recorded"", ""workers"": 4}"
